FilerEIN,TaxYear,BusinessNameLine1Txt,Title,AverageHoursPerWeekRt,AverageHoursPerWeekRltdOrgRt,IndividualTrusteeOrDirector,Officer,ReportableCompFromOrg,ReportableCompFromRltdOrg,OtherCompensation,KeyEmployee,HighestCompensatedEmployee,Name,FormerOfcrDirectorTrusteeInd,InstitutionalTrustee
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,DEBORAH DEAN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,NORA L MONEGAN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,HATTIE MILLENDER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,EDYTHE STINSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,VAN NELSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,DANIEL KIRK,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,REBECCA PALMER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,VORLEY TAYLOR,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,CHRISTIE ANDERSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,WILLIE PERRYMAN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,REQUAN FOSTER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MARSHA LAWSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JOHN WILLIAMS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LARRY DAVIS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JAMES GRIFFIN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MATTHEW PLANTE,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ANTOINETTE RINGGOLD,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ANTOINETTE RINGGOLD,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,THERESA TUCKER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LOMA NEVELS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,CHRISTINA LUNDBERG,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LARRY TOGANS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,VICKI BROWN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,TENISHA WILLIAMS-JELKS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ERIC JOHNSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,VERONICA SEYMOUR,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,WILLIAM MILLER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JOHN SALEMI,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,NICK CAMLIN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,DONNA ALFORD,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,VALESE ADAMS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LINDA LYKE,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,AUTUMN BROWN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,QIARA BROWN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,DAKHIA WHEELER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,PRIEST WEBB,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,KENNADEY YORK,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,DE'MARQUIS CURTIS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ETHAN HOLTSCLAW,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,CARRICE FLOWERS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,DANRAE COWAN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,DYLAN BROWN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,KYNDALL MCMILLION,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JAMAL WALDON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,STEPHON MCARTHUR,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MYIAN WILLIAMS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,STACI SIMON LINDSAY,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,KARCIN ROTH,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,TREVION SOLOMON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LAILA O FITZPATRICK,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,CARLAYSIA WEBB,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,CAMERON BALDWIN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,BRANDON GOSS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,BRYCE MCKENNEY,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,TREY GARDETTE,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JAYLEN HAYES,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MIA WARD,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,EMONII HAMILTON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ZAHRIA PARKS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JAYLA MYERS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,PRISCA GIDI,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ANIYA RELF,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,XIMEN MORGAN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,T-ARCELL COTTRELL,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,RODRIQUEZ D TARRANT JR,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,SHEILA GRUMBACH,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,CHRISTINE SCHEBERLE,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,EDNA GIVINS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JEFF GRELL,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,SHELBY HUMBLES,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,SHELBY HUMBLES,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ANNIS AUSTIN-WOODS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,CHARLENE UPCHURCH-TAYLOR,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,R R S STEWART,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JOSEPH CLARK,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JOYCE JACKSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,KAREN CROCKETT,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,TONNESHA JEFFERSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,VICK NEWSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LEANN PEDERSEN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JON BLANCHARD,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,IRMA SCROGGINS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,HARRY WILLIS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ALBERT L BALLARD,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,CHRIS DAVILA,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,NORMA ANDERSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,RACHEL SNYDER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LONNIE WILLIFORD,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,VALERIE SHAW,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JOSEPH WARD,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,SANDRA JILES,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,DUAN GAVEL,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JOAN MORRIS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,DREW BROWN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,CHARMAINE LACHAPELLE-LEMMIE,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,CARRIE BANKS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,EUGENIA DORTCH,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,VERONICA SOMMERS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,KERON HENDERSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,BRIAN ARNOLD,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,PRISCILLA BROWN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,A INYANG,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,RAYMOND BENITEZ,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,GINTEL CARTER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JOSEPH TRETO,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LIYAH MILLBROOK,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ALI WALY,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,GIZELLE BELL,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ALAKAI WOOD,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,CHRISTAL M WHITFIELD,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JOHN COON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JACQUELINE ROGERS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,TONY STANLEY,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,GLENDA LACEY,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,SHEILA BILLINGSLEY,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JOHNNY CHRISTIAN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JIMMIE PAYNE,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,RONALD MERRIWEATHER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,WILLIAM LEE,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LEON STEELE,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,BARBARA MARTIN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,WILLIAM HOLLINGER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JIMMY JACKSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LAKEITA ARRINGTON-JUDKINS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MIA THOMAS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,BETTIE ROBINSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,PAULA NEVINS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,TERESSA MOMON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MARLENE MARTIN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,EUGENE J HARRIS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ALLEAN JENKINS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MS VICTORIA YOUNG,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,BEVERLEY NOLTON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JUDY ROULHAC,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ANNIE WILLIAMS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,RANEE PHILLIPS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,WILLIAM HALL,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,SAMANTHA COLLIE,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LINDA HOWELL,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ALICE HUGHES,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JULIA CRAIG,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MELISSA MARKS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,TERRY MILLER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,SHARON BOWERS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,SHEILA R E WILLIAMS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,APRIL O JOHNSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,NANCY KELLEY SIMMS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,TERESSA MARTIN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,DONNA WILKERSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JESSIE HEWETT,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ERNESTINE MIKE-PETIT,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,TERRI BALLO,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,TARI SPEAR,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,RUBY BRIDGEFORTH,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ANN MOORE,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,INGRID DAVIS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,SHERVONN KELLOGG,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,WILLIAM PULLER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,CYNTHIA HOWARD,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JAILEN YOUNG,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LOIS JOHNSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,DAISY HICKS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,TANZANIKA JONES-HOWELL,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ROOSEVELT SMITH,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,TACOYA WOODS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MICHAEL MILLER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,REINHOLD SCHLIEPER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,DAWN ROBERSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,KAY IDLETTE,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ANNETTE DAVIS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MAE JOYNER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LARRY AUGURSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,CASSANDRA JACKSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,EDDIE ELLISON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,RICHARD ELLISON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ANNIE COLLIER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ARMETTA WALLER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,GWENDOLYN ATKINSON-WILLIAMS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,SONDRA STEVENS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LACHANDRA MASON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,BENNIE ROBERSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ELIZABETH PORTER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ALFRED GILBERT,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LESLIE SMITH,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,VELMA THOMAS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LYNN HALL-GREEN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,VELESIA GRANT,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,GRACIE REASE,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,GEORGE WILSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LATASHA BRODEN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MARGARET T WHEELER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JACQUELINE SYVETTA YOUNG,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ZONIA ROUNDTREE,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,SONYA MERRION,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,SANDRA HUMPHREY-JEWETT,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,PHYLLIS MOORE-JOHNSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,RENAE GEE THEOPHILLE,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LILLIE BROOKS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,SHIRMETRA HOOD,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LAKEICHA GOODRUM,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LAKEICHA GOODRUM,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MONICA WALKER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,PHIL S BROWN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,BARBARA MINTER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LEMUEL JOHNS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,CATHY BATTLE,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,AGATHA KNIGHT,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MARY BELTON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,WALLACE MCDONALD,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ERNESTINE EDWARDS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ARTHUR CRUTCHER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ROSA BECKHAM,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,RICHARD GARRETT,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ALBERTA NICHOLS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LYNNETTE S HYMES,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JERRY HUNTER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,NICOLE GATLIN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JAMES REDDICK,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,DIANA COFIELD,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MECHELE WILDER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,FELICIA HENDERSON DAVIS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,BARBARA HARDWAY,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,COURTNEY JOHNSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,KAREN NUNNALLY,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ANNIE WILLINGHAM,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,GLORIA WILSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JOHNISE JOHNSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ALVIN JACKSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ANITA SHORTER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LINDA IVY,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MARIETTA CARTER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,DIANE SLOAN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,HOPE JONES,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,SHUH-MARRAKA JOHNSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ROBERT EVANS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,VERNITA FAIRLEY,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MARY GARNER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ESTER REESE,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,J C HORHN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,FAGUIAL BALL,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LASHUNDA DUDLEY,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,IDA RUTH CROUTHER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,KIMBERLY WILSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,BRUCE MULLINS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LORENZA WILLIAMS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ROLANDA JEFFRIES-LESTER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,CALVIN MITCHELL,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MILDRED CHATMAN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MILDRED CHATMAN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MARY TURNER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LULA TOWNSEND,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,FACIFFINIE WATTERS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,BYRON HICKS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,SANDRA JONES,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,BETTY PETTY,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MARY JACKSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LORETTA BRANTLEY,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JOHNNY RAY EDWARDS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ANNIE HUDSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,PRESCILLA TURNER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ALBERTINA BELL,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ANGELA BONNER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,CLAUDIA FAIRLEY,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MARION RHODES,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,TONJA FOX,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,DEBORRA HORTON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,DAVID SPRUILL,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LISA LEA,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,PAULA DIGGS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,BRENDA ARNETT,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,CINDY FOSTER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ZORETTA FRENCH-HAYES,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ANN ALSTON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JULIE C BROOKS,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,BARBARA YATES-LOCKAMY,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ALICE HAMILTON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,HELEN CHASTEN DOBSON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,WYVONIA PERRY,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,TRESSIE STATEN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,GERALDINE MANLEY,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,YOLANDA MILLER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MARION BYRD,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,THADDEUS WASHINGTON,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,CHERYL HART,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,JUDY DARDEN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MAGGIE GOLDMAN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,SHARON MELVIN HIGHTOWER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,KUYZENDRA COBB,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,DORIS COX,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,VIOLA VAUGHAN-HOLLAND,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,KATHY IVEY,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,RICHARD C FUQUA,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,CHARLOTTE KELLY,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,GETTYS COHEN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,CLAUDETTE HINES,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,PHAEDRA HOLLEY,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,BELLA-GIAVANNI AUSTIN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LOIS GREENE,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,GEORGE LEACH,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,PAMELA DIXON PETIFER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,CYNTHIA PERSHIA,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,F DIANE GALLIMORE,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,YONA MCMILLAN,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,STEPHANIE SMITH,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MYRA CARTER,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,MCARTHUR BRITT,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,ROXANNE DEVANE,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,VERA MURRILL,,
237028846,2024,,TREASURER,1.00,,X,X,0,0,0,,,LEON HOLLOWAY,,
