FilerEIN,TaxYear,FormAndLineReferenceDesc,ExplanationTxt
364724966,2017,"Schedule I, Part I, Line 2 Procedures for monitoring use of grant funds.","THE MAJORITY OF THE GRANTS FROM THE NORTHWESTERN MEMORIAL HEALTHCARE GROUP ARE ADMINISTERED THROUGH NORTHWESTERN MEMORIAL FOUNDATION (""NMF""). NMF MAINTAINS DETAILED RECORDS AND INTERNAL CONTROL PROCEDURES TO ENSURE GRANT RECIPIENTS ARE QUALIFIED, AWARD AMOUNTS ARE DOCUMENTED AND SELECTION CRITERIA ARE CLEAR. ONCE A GRANT HAS BEEN AWARDED, NMF INITIATES A WRITTEN AGREEMENT WITH THE GRANT RECIPIENT THAT INCORPORATES A BUDGET AND TIME PERIOD FOR SPENDING THE GRANT DOLLARS. REASONABLE DIRECT COSTS, SUPPORTED BY DIRECT BUDGET JUSTIFICATION AND RELATED TO THE PROJECT'S PURPOSE, ARE ALLOWABLE. RECIPIENTS AGREE TO ABIDE BY THE BUDGET AND ALL RELEVANT POLICIES IN EFFECT AT NORTHWESTERN MEMORIAL HEALTHCARE. GRANT EXPENDITURES ARE MONITORED FOR COMPLIANCE WITH THEIR RESPECTIVE AGREEMENTS, AT LEAST ONCE A YEAR TO ENSURE THAT BUDGETS ARE FOLLOWED AND EXPENSES ARE APPROPRIATE. AT THE END OF EACH BUDGET PERIOD, NMF REQUIRES THE GRANT RECIPIENT TO SUBMIT A WRITTEN NARRATIVE AND FINANCIAL REPORT OUTLINING PROJECT ACCOMPLISHMENTS AND HOW THE GRANT DOLLARS WERE EXPENDED. UNEXPENDED FUNDS ARE RETURNED TO NMF. GRANTS PROVIDED BY NORTHWESTERN MEMORIAL HOSPITAL AND NORTHWESTERN LAKE FOREST HOSPITAL TO OTHER QUALIFYING TAX-EXEMPT ORGANIZATIONS ARE SUPPORTED BY A GRANT AGREEMENT THAT DEFINES ANY RESTRICTIONS ASSOCIATED WITH THE GRANT AND ANY RELATED REPORTING REQUIREMENTS. IN ADDITION, CDH-DELNOR HEALTH SYSTEM AND KISHHEALTH SYSTEM ALSO PROVIDE GRANTS UNDER THEIR COMMUNITY BENEFIT GRANT PROGRAMS TO NONPROFIT, GOVERNMENTAL OR PUBLIC ORGANIZATIONS WITHIN THEIR LOCAL COMMUNITIES WHO ARE WORKING TO ADDRESS IDENTIFIED COMMUNITY HEALTH PRIORITIES, BASED ON THEIR LOCAL COMMUNITY HEALTH NEEDS ASSESSMENTS AND/OR COMMUNITY HEALTH IMPROVEMENT PLANS. THE GUIDING PHILOSOPHY OF THE CHARITABLE GRANT ACTIVITY IS TO NOT ONLY CONTRIBUTE OUR RESOURCES BUT TO ACTIVELY ENGAGE PARTNERS TO ASSESS, PLAN FOR AND MEET COMMUNITY HEALTH NEEDS. THE NMHC GROUP ORGANIZATIONS WORK CLOSELY WITH THEIR PARTNERS IN THE PROGRAMS THAT ARE AWARDED GRANTS. MONITORING THE USE OF GRANT FUNDS IS ACHIEVED THROUGH VARIOUS MEANS, INCLUDING ACTIVE PARTICIPATION IN PROGRAM IMPLEMENTATION, WRITTEN CONTRIBUTION AGREEMENTS, PERFORMANCE REPORTS AND BOARD PARTICIPATION IN SOME INSTANCES."
846059504,2017,"SCHEDULE I, PAGE 4, PART IV","ALL PARTICIPANTS IN ACP HOUSING WERE FUNDED BY ONE OF 2 DIFFERENT SOURCES. THOSE SUPPORTED BY NSF RECEIVED 350 PER WEEK. THE 47 PHYSICISTS SUPPORTED BY THE SIMONS FOUNDATION RECEIVED 430 PER WEEK FOR HOUSING, PLUS REGISTRATION AND TRAVEL SUPPORT. PHYSICISTS' SUMMER BILLS ARE REDUCED BY THE AMOUNT OF SUPPORT; ACCOUNT OVERPAYMENTS ARE REFUNDED BY CHECK. WINTER SUPPORT IS NORMALLY AWARDED TO JUNIOR SCIENTISTS AND THOSE SCIENTISTS WITH A DEMONSTRATED NEED IN ORDER TO ATTEND. THIS SUPPORT IS USED TO REDUCE THE PHYSICIST'S WINTER BILL OR IS REFUNDED BY CHECK."
361408475,2017,"FORM 990, SCHEDULE I","ORGANIZATION'S PROCEDURES TO MONITOR GRANT USE ALL GRANTS AND SCHOLARSHIPS ARE AWARDED ON A NONDISCRIMINATORY BASIS. AMOUNTS ARE APPLIED DIRECTLY TOWARDS A STUDENT'S TUITION, ROOM, AND BOARD COSTS, THEREBY ENSURING THE FUNDS ARE USED AS INTENDED. ADDITIONALLY, ANY ORGANIZATIONS AND ENTITIES RECEIVING SUBCONTRACT GRANTS FROM LOYOLA UNIVERSITY CHICAGO ARE REQUIRED TO SUBMIT ANNUAL PROGRESS REPORTS ON THE USE OF THESE FUNDS. THESE PROGRESS REPORTS ARE MONITORED AND REVIEWED BY THE PRINCIPAL INVESTIGATORS TO ENSURE FUNDS ARE BEING USED APPROPRIATELY."
811769805,2017,"Schedule I, Part I, Line 2",Yes. The organization dispersed all grants to US Organizations on behalf of the grant recipient.
363152959,2017,"Schedule I, Part I, Line 2 Procedures for monitoring use of grant funds.","GRANTS FROM NORTHWESTERN MEMORIAL HEALTHCARE ARE ADMINISTERED THROUGH NORTHWESTERN MEMORIAL FOUNDATION (NMF). NMF MAINTAINS DETAILED RECORDS AND INTERNAL CONTROL PROCEDURES TO ENSURE GRANT RECIPIENTS ARE QUALIFIED, AWARD AMOUNTS ARE DOCUMENTED AND SELECTION CRITERIA ARE CLEAR. ONCE A GRANT HAS BEEN AWARDED, NMF INITIATES A WRITTEN AGREEMENT WITH THE GRANT RECIPIENT THAT INCORPORATES A BUDGET AND TIME PERIOD FOR SPENDING THE GRANT DOLLARS. REASONABLE DIRECT COSTS, SUPPORTED BY DIRECT BUDGET JUSTIFICATION AND RELATED TO THE PROJECT'S PURPOSE, ARE ALLOWABLE. RECIPIENTS AGREE TO ABIDE BY THE BUDGET AND ALL RELEVANT POLICIES IN EFFECT AT NORTHWESTERN MEMORIAL HEALTHCARE. GRANT EXPENDITURES ARE MONITORED FOR COMPLIANCE WITH THEIR RESPECTIVE AGREEMENTS, AT LEAST ONCE A YEAR TO ENSURE THAT BUDGETS ARE FOLLOWED AND EXPENSES ARE APPROPRIATE. AT THE END OF EACH BUDGET PERIOD, NMF REQUIRES THE GRANT RECIPIENT TO SUBMIT A WRITTEN NARRATIVE AND FINANCIAL REPORT OUTLINING PROJECT ACCOMPLISHMENTS AND HOW THE GRANT DOLLARS WERE EXPENDED."
237254290,2017,"PART I, LINE 2:",PROCEDURES FOR MONITORING THE USE OF GRANT FUNDS IN THE U.S.: THE CHAPTERS MAKE AWARDS AND SCHOLARSHIPS DIRECTLY TO STUDENTS IN THE UNITED STATES.
860974183,2017,"PART I, LINE 2:","THE ORGANIZATION'S LARGEST GRANT IS TO SCIF, A RELATED ORGANIZATION. FOR ALL OTHER SMALLER GRANTS, THE ORGANIZATION MONITORS THE PERFORMANCE OF THE RECIPIENT PRIOR TO BESTOWING A GRANT. TYPICALLY THESE GRANTS ARE GIVEN TO THE SAME REQUESTING ORGANIZATIONS YEAR AFTER YEAR BECAUSE THEY CONTINUE TO MEET SCI'S PERFORMANCE REQUIREMENTS."
208424918,2017,"Part I, Line 2:","FH Association grants funds to Food for the Hungry, Inc., a related organization. The use of funds are monitored by common management."
452798687,2017,Part I Line 2,"JOBSOHIO GRANTEES RECEIVE GRANT FUNDS ONLY ON A REIMBURSEMENT BASIS. GRANTEES MUST SUBMIT A REQUEST FOR REIMBURSEMENT AND SUPPORTING DOCUMENTATION FOR REVIEW AND APPROVAL BY JOBSOHIO. GRANTEES MUST MAINTAIN RECORDS SUPPORTING CLAIMED COSTS AND ALL REQUESTS FOR REIMBURSEMENT ARE SUBJECT TO AUDIT BY JOBSOHIO. REQUESTS FOR REIMBURSEMENT MUST BE CERTIFIED BY AUTHORIZED OFFICERS OF GRANTEE. DOCUMENTATION IN SUPPORT OF CLAIMED COSTS MUST INCLUDE AGREEMENTS, PAID INVOICES, VOUCHERS, PAID RECEIPTS, AND OTHER DOCUMENTATION AS NEEDED. PROGRAM DISBURSEMENTS ARE REVIEWED AT MULTIPLE LEVELS WITHIN JOBSOHIO. GRANTEES ARE REQUIRED TO SUBMIT AN ANNUAL REPORT TO THE JOBSOHIO DIRECTOR OF COMPLIANCE. ALL SUCH REPORTS ARE REVIEWED BY THE DIRECTOR OF COMPLIANCE, WHO PREPARES A REPORT ON PROJECT PERFORMANCE. UNDERPERFORMING PROJECTS MAY BE THE SUBJECT OF ACTION AT THE RECOMMENDATION OF THE DIRECTOR OF COMPLIANCE BY THE JOBSOHIO COMPLIANCE TEAM, AND FINAL DETERMINATION BY THE JOBSOHIO President/CIO."
452798687,2017,Part II,"THE STATEMENT OF FUNCTIONAL EXPENSES IS PREPARED ON THE ACCRUAL BASIS OF ACCOUNTING AND SCHEDULE I IS PREPARED ON THE CASH BASIS OF ACCOUNTING, IN ACCORDANCE WITH IRS REPORTING INSTRUCTIONS. ACCORDINGLY, A VARIANCE EXISTS BETWEEN THE AMOUNTS REPORTED FOR GRANT EXPENSE ON EACH SCHEDULE."
270646479,2017,"PART I, LINE 2:",63 Thompson Street Housing Development Fund Corporation makes contributions only to affiliated not-for-profit entities and only for the purpose of promoting affordable housing.
361707667,2017,"PART I, LINE 2:",ROTARY INTERNATIONAL ISSUED ONE GRANT IN FISCAL YEAR ENDED 30 JUNE 2018 TO THE ROTARY FOUNDATION OF ROTARY INTERNATIONAL [501(C)(3)]. ROTARY INTERNATIONAL RELIES ON THE GRANT-MONITORING PROCEDURES OF THE ROTARY FOUNDATION OF ROTARY INTERNATIONAL FOR THE POLIOPLUS FUND.
590624458,2016,"Part I, Line 2:","Procedure for Monitoring Grants: Grants to organizations and individuals awarded for the purpose of conducting research are monitored as follows: Subcontracts are issued with a defined scope of work and a budget and include other terms and conditions such as frequency of required reporting. The faculty member at the University of Miami responsible for the grant monitors the scientific progress via site visits, correspondence, reports, etc. Invoices submitted for payments by the outside organization or by an individual are approved by the University of Miami Faculty member responsible for the grant."
590624458,2016,"Schedule I, Part III:","Assistance to the University students in the form of scholarships are awarded for the purpose of aiding with the cost of attending the University (i.e., for tuition, housing and meals). Scholarships are based on need and academic achievement. Total scholarships, grants and loans cannot exceed the total cost of attendance. The University publishes criteria for the eligibility requirements needed to award a scholarship. The amount of aid awarded is based on a need analysis formula developed by the federal government and includes verification of the information submitted by the student."
941730465,2016,"Part I, Line 2","GRANTS AND/OR ASSISTANCE ARE PROVIDED TO OTHER ORGANIZATIONS FOR PURPOSES RELATED TO COMMON INTEREST AND ENDEAVORS ON PARTICULAR ENVIRONMENTAL ISSUES. Those purposes are consistent with the mission of Earthjustice and the restrictions on 501(c)(3) organizations, whether or not the recipient is a 501(c)(3) organization. The recipients' use of funds is monitored as part of Earthjustice's involvement in the issues of shared interest."
941340523,2016,"Schedule I, Part I, Line 2","- PROCEDURES FOR MONITORING GRANTS - Grantees are required to submit a final report that describes progress toward goals, impact to date, as well as a financial accounting for how funds were used."
370813229,2016,"Schedule I, Part I, Line 2 Procedures for monitoring use of grant funds.","GRANT RECIPIENTS WERE GIVEN GRANTS BASED ON THE NEEDS OF THE MEDICAL COMMUNITY AND THE LOCAL COMMUNITY AT LARGE. LOCAL PRESIDENT'S REVIEW ASSISTANCE REQUESTS AND APPROVE BASED ON NEED. IN SOME CASES, THE CORPORATION'S CEO OR CFO OR OTHER REPRESENTATIVE OF THE CORPORATION SERVES ON THE BOARD OF DIRECTORS OR ON THE FINANCE COMMITTEE OF THE GRANTEE ORGANIZATION AND RECEIVES DIRECT INFORMATION REGARDING USE OF GRANT FUNDS IN SUCH CAPACITY. IN OTHER CASES, THE CORPORATION RECEIVES WRITTEN REPORTS AND/OR FINANCIAL STATEMENTS FROM THE GRANTEE ORGANIZATION WHICH INCLUDE INFORMATION REGARDING USE OF GRANT FUNDS. THE COLLEGE OF NURSING IN PEORIA AND ROCKFORD ILLINOIS PROVIDE THEIR RESPECTIVE BOARDS WITH UPDATES REGARDING DISTRIBUTION OF NURSING EDUCATION SCHOLARSHIPS. THE COLLEGES REQUIRE THE APPLICANTS TO SUBMIT A FINANCIAL AID APPLICATION UPON ADMITTANCE. THE SCHOLARSHIP HAS ACADEMIC PERFORMANCE, FINANCIAL NEED CRITERIA, AND HAS A SELECTION COMMITTEE THAT AWARDS THE GRANTS. THE COLLEGE'S MONITOR AND REVIEW THE RECIPIENTS INDIVIDUALLY ON A SEMESTER BASIS FOR SATISFACTORY ACADEMIC PROGRESS AND GOOD STANDING."
208295721,2019,Part 1 Line 2,"It is the policy of UPMC to contribute financial support to tax exempt organizations and agencies that support the upmc mission and strengthen the health and quality of life of those who live and work in the communities we serve. UPMC makes certain support payments to the University of Pittsburgh (EIN 25-0965591) under an affiliation agreement between the two organizations for the purpose of furthering their joint educational and research mission. The total of this support for the Fiscal Year ending June 30, 2020 inclusive of amounts reported above and all other support paid by UPMC entities is in excess of $398M."
208295721,2019,Part II,Assistance provided to entities that are not section 501(C)(3) organizations are provided to support charitable initiatives that these organizations had undertaken.
042774441,2019,"Part I, Line 2:","Children's Hospital provides three types of grants and assistance: (1) Sponsorships, (2) Scholarships, and (3) Assistance Programs. SPONSORSHIPS: Children's supports external strategic partners that enhance Children's role and reputation as (1) a good neighbor; (2) community health partner; (3) civic leader; (4) and an employer of choice. The criteria for Children's funding decisions to the requesting organization are based on the following: 1. a non-profit that promotes careers in healthcare or health services and that Children's has collaborated, or is collaborating, with 2. a non-profit located in and serving Children's target neighborhoods (Fenway, Mission Hill, Jamaica Plain, Roxbury) that address social determinants of health and that Children's has collaborated, or is collaborating, with 3. one of Children's Hospital's affiliated community health centers 4. a citywide non-profit that is a strategic partner in one or more of the Children's primary community health focus areas (asthma, mental health, nutrition/fitness, violence prevention) and that Children's has collaborated, or is collaborating, with 5. a citywide non-profit that is a strategic partner in one or more of Children's secondary community health focus areas (early intervention, early childhood/elementary education,) that Children's has collaborated, or is collaborating, with 6. a business , civic, or advocacy strategic partner that senior management is actively engaged in 7. meets the IRS and the Massachusetts Attorney General's community support or community benefit criteria 8. meets the City of Boston eligibility as a ""payment in lieu of taxes"" investment Records and copies of sponsorship requests and the resulting grants are kept in paper form in the Office of Child Advocacy. All sponsorships requests are commonly for general operating support. All sponsorship is sent a letter that reiterates the stated use of the grant or assistance and with any Community Partnership Grants, representatives of Children's make site visits to many of the grantees and request end-of-year reports. SCHOLARSHIPS: Children's Hospital offers several scholarship programs to support the educational goals of its employees and/or their immediate families. The Sibylla Orth Young Scholarship is available to employees and their immediate families who have worked at least six months and meet income and grade point average guidelines as well as demonstration of sincere commitment to the healthcare profession. Priority will be given to those pursuing careers in healthcare positions experiencing labor shortages (e.g., radiographer, pharmacy technician, clinical lab technician, nursing). Sibylla Orth Young Scholarship applications are reviewed and maintained by the Office of Learning and Development selection committee. The Nursing Education Scholarship is available to deserving nurses to further his or her education in patient care. All nursing scholarship applicants must have worked at least three months, be enrolled in an academic program leading to a degree, demonstrate a commitment to the patient care and be in good standing, both professionally and academically. Scholarship applications for the Nursing Education Scholarships are reviewed and maintained by the Department of Nursing/Patient Services selection committee. All scholarship recipients are required to sign a Terms of Acceptance agreement affirming the funds will only be used for tuition, fees and/or class materials required for course instructions. ASSISTANCE PROGRAMS: Children's Hospital offers several financial assistance programs to provide funding to patients and their families burdened by the costs associated with long-term hospitalization, acute/chronic illness, disability or impairment. We recognize the significant financial and support services burdens that patients and families face when experiencing frequent ambulatory services or prolonged inpatient admissions at Boston Children's Hospital. These funds are primarily intended for use in emergent situations, and as a stop-gap intervention only. They are not intended to provide permanent or long term solutions to financial need. Essentially, these are funds of ""last resort"" when alternative options do not exist. All financial assistance requests are assessed by a social worker. If there appears to be significant financial hardship, the social worker does a financial assessment based on the policies and guidelines for the use of these special funds. Typical requests include assistance with transportation, utilities (a child cannot be discharged without adequate heat, electricity, telephone contact in the home), etc. Each request is reviewed by the Director of the Fund. Checks are not payable to the family, rather a payment may be made directly to the company involved via an invoice from that company, e.g., National Grid. Assessment considerations for Special Fund requests are based on: * Duration of Need * Demographic * Family Status * Income Factors * Clinical Factors * Alternate Resources Available * Funding Limits"
363245072,2019,"PART I, LINE 2:","PROCEDURE FOR MONITORING USE OF GRANT FUNDS INSIDE U.S. THE ROTARY FOUNDATION MONITORS AND AUDITS GRANTS BY VISITING PROJECT SITES AND REVIEWING PROGRESS REPORTS THROUGHOUT THE FISCAL YEAR. SUCH ACTION HELPS THE ROTARY FOUNDATION DETERMINE THE TECHNICAL FEASIBILITY OF PROPOSED GRANT PROJECTS, PERFORM FINANCIAL EVALUATIONS, MONITOR THE PROGRESS OF THE PROJECTS, EVALUATE PROJECT MANAGEMENT, MEASURE BENEFITS AND RESULTS, AND ENSURE APPROPRIATE USE OF ALL ROTARY FOUNDATION FUNDS. RANDOM AUDITS ARE ALSO EXECUTED EACH YEAR."
231907729,2019,GRANT MONITORING PROCEDURES,"SCH-I PART I LINE 2 RESEARCH GRANTS ARE AWARDED BY JDRF INTERNATIONAL WITH THE SUPPORT OF JDRFIs RESEARCH COMMITTEE COMPRISED OF ""JDRF INTERNATIONAL BOARD MEMBERS AND OTHER VOLUNTEERSTHE JDRF INTERNATIONAL BOARD OF DIRECTORS FOLLOWING THE RECOMMENDATIONS OF AN IN-HOUSE TEAM OF PROFESSIONAL SCIENTIFIC STAFF AND WITH INPUT FROM EXTERNAL SCIENTIFIC REVIEWERS. THE REVIEW PROCESS INCLUDES THE FOLLOWING CRITERIA: (1) THE SCIENTIFIC MERIT OF THE PROPOSED RESEARCH OUTLINED IN A GRANT APPLICATION AND (2) THE RELATIONSHIP OF THE PROPOSED RESEARCH TO JDRF'S GOAL TO IMPROVE LIVES TODAY AND TOMORROW BY ACCELERATING LIFE-CHANGING BREAKTHROUGHS TO CURE, PREVENT AND TREAT T1D AND ITS COMPLICATIONS. THE SCIENTIFIC RESEARCH TEAM AND GRANT ADMINISTRATION STAFF MAINTAIN CLOSE CONTACT WITH GRANTEES, PROVIDING ADVICE AND EVALUATION, REVIEWING PROGRESS REPORTS, REVIEWING RESEARCH EXPENDITURES VERSUS AGREED BUDGETS, AND HELPING DISSEMINATE RESEARCH RESULTS."
110303001,2019,"SCHEDULE I, PART I, LINE 2","THE REPORTING OF GRANT ACTIVITY ON SCHEDULE I REFLECTS THE AGGREGATE GIVING OF FIDELITY CHARITABLE TO THE LISTED IRC 501(C)(3) EXEMPT ORGANIZATIONS. AS A DONOR ADVISED FUND SPONSORING ORGANIZATION, FIDELITY CHARITABLE RECEIVES ADVICE FROM ITS DONOR ADVISORS ON GRANTS TO PUBLIC CHARITIES. ALTHOUGH FOR SCHEDULE I PURPOSES A RECIPIENT ORGANIZATION IS ONLY LISTED ONCE, THE TOTAL AMOUNT GIVEN MAY REFLECT ADVISED DONATIONS FROM MANY GIVING ACCOUNTS. FIDELITY CHARITABLE MAKES GRANTS TO IRS-QUALIFIED 501(c)(3) CHARITABLE ORGANIZATIONS WHERE THE FUNDS DISTRIBUTED WILL BE USED EXCLUSIVELY FOR CHARITABLE PURPOSES. FIDELITY CHARITABLE REQUIRES THE CHARITABLE GRANT RECIPIENT TO CERTIFY THAT (I) YOUR ORGANIZATION IS FORMED UNDER THE LAWS OF THE US AND ITS TERRITORIES AND IS A PUBLIC CHARITY DESCRIBED IN INTERNAL REVENUE CODE SEC. 509(A)(1)-(3), OR A PRIVATE OPERATING FOUNDATION DESCRIBED IN IRC SEC. 4942(J)(3); (II) THIS GRANT WILL BE USED EXCLUSIVELY FOR YOUR ORGANIZATION'S EXEMPT PURPOSES; (III) NEITHER THE RECOMMENDING DONOR NOR ANY OTHER PARTY WILL RECEIVE GOODS, SERVICES OR IMPERMISSIBLE BENEFITS (E.G., TUITION, MEMBERSHIPS OR DUES WITH MORE THAN INCIDENTAL BENEFITS, ADMISSION TO EVENTS OR GOODS BOUGHT AT AUCTION) AS A RESULT OF THIS GRANT; (IV) THIS GRANT DOES NOT SATISFY ANY PORTION OF A FINANCIAL OBLIGATION (INCLUDING AN ENFORCEABLE PLEDGE) OF ANY PARTY; (V) THIS GRANT WILL NOT BE USED FOR POLITICAL CONTRIBUTIONS OR CAMPAIGN ACTIVITIES; AND (VI) YOUR ORGANIZATION DOES NOT DEVOTE MORE THAN AN INSUBSTANTIAL PART OF ITS ACTIVITIES TO ATTEMPTING TO INFLUENCE LEGISLATION BY PROPAGANDA OR OTHERWISE (OR HAS MADE AN ELECTION UNDER IRC SEC. 501(H) AND COMPLIES WITH THE LIMITATIONS THEREUNDER). IN ADDITION, FIDELITY CHARITABLE MONITORS CHARITABLE ACTIVITIES OF RECIPIENT ORGANIZATIONS THROUGH VARIOUS MEDIA SEARCHES DESIGNED TO IDENTIFY CHARITIES WHERE ANY FUNDS ARE NOT BEING USED FOR PROPER EXEMPT PURPOSES. MOREOVER, WHEREVER NECESSARY, FIDELITY CHARITABLE REQUIRES DOCUMENTATION AND CERTIFICATION REGARDING THE CHARITABLE ACTIVITIES AND USE OF FIDELITY CHARITABLE GRANTS FROM CHARITABLE GRANT RECIPIENTS. FIDELITY CHARITABLE MAY ALSO WORK WITH THE RECOMMENDING DONORS TO VERIFY THAT FUNDS WILL BE USED EXCLUSIVELY FOR PROPER CHARITABLE PURPOSES."
364724966,2019,"Schedule I, Part III, Column (b) Number of recipients",The number of scholarship recipients is known. For the other types of assistance to domestic individuals the number of recipients benefiting was estimated based on an average or typical amount of assistance provided.
364724966,2019,"Schedule I, Part I, Line 2 Procedures for monitoring use of grant funds.","THE MAJORITY OF THE GRANTS FROM THE NORTHWESTERN MEMORIAL HEALTHCARE GROUP ARE ADMINISTERED THROUGH NORTHWESTERN MEMORIAL FOUNDATION (""NMF""). NMF MAINTAINS DETAILED RECORDS AND INTERNAL CONTROL PROCEDURES TO ENSURE GRANT RECIPIENTS ARE QUALIFIED, AWARD AMOUNTS ARE DOCUMENTED AND SELECTION CRITERIA ARE CLEAR. ONCE A GRANT HAS BEEN AWARDED, NMF INITIATES A WRITTEN AGREEMENT WITH THE GRANT RECIPIENT THAT INCORPORATES A BUDGET AND TIME PERIOD FOR SPENDING THE GRANT DOLLARS. REASONABLE DIRECT COSTS, SUPPORTED BY DIRECT BUDGET JUSTIFICATION AND RELATED TO THE PROJECT'S PURPOSE, ARE ALLOWABLE. RECIPIENTS AGREE TO ABIDE BY THE BUDGET AND ALL RELEVANT POLICIES IN EFFECT AT NORTHWESTERN MEMORIAL HEALTHCARE. GRANT EXPENDITURES ARE MONITORED FOR COMPLIANCE WITH THEIR RESPECTIVE AGREEMENTS, AT LEAST ONCE A YEAR TO ENSURE THAT BUDGETS ARE FOLLOWED AND EXPENSES ARE APPROPRIATE. AT THE END OF EACH BUDGET PERIOD, NMF REQUIRES THE GRANT RECIPIENT TO SUBMIT A WRITTEN NARRATIVE AND FINANCIAL REPORT OUTLINING PROJECT ACCOMPLISHMENTS AND HOW THE GRANT DOLLARS WERE EXPENDED. UNEXPENDED FUNDS ARE RETURNED TO NMF. GRANTS PROVIDED BY NORTHWESTERN MEMORIAL HOSPITAL AND NORTHWESTERN LAKE FOREST HOSPITAL TO OTHER QUALIFYING TAX-EXEMPT ORGANIZATIONS ARE SUPPORTED BY A GRANT AGREEMENT THAT DEFINES ANY RESTRICTIONS ASSOCIATED WITH THE GRANT AND ANY RELATED REPORTING REQUIREMENTS. IN ADDITION, OTHER ORGANIZATION IN THE NORTHWESTERN MEDICINE HEALTHCARE GROUP ALSO PROVIDE GRANTS UNDER THEIR COMMUNITY BENEFIT GRANT PROGRAMS TO NONPROFIT, GOVERNMENTAL OR PUBLIC ORGANIZATIONS WITHIN THEIR LOCAL COMMUNITIES WHO ARE WORKING TO ADDRESS IDENTIFIED COMMUNITY HEALTH PRIORITIES, BASED ON THEIR LOCAL COMMUNITY HEALTH NEEDS ASSESSMENTS AND/OR COMMUNITY HEALTH IMPROVEMENT PLANS. THE GUIDING PHILOSOPHY OF THE CHARITABLE GRANT ACTIVITY IS TO NOT ONLY CONTRIBUTE OUR RESOURCES BUT TO ACTIVELY ENGAGE PARTNERS TO ASSESS, PLAN FOR AND MEET COMMUNITY HEALTH NEEDS. THE NMHC GROUP ORGANIZATIONS WORK CLOSELY WITH THEIR PARTNERS IN THE PROGRAMS THAT ARE AWARDED GRANTS. MONITORING THE USE OF GRANT FUNDS IS ACHIEVED THROUGH VARIOUS MEANS, INCLUDING ACTIVE PARTICIPATION IN PROGRAM IMPLEMENTATION, WRITTEN CONTRIBUTION AGREEMENTS, PERFORMANCE REPORTS AND BOARD PARTICIPATION IN SOME INSTANCES."
453358926,2019,"Schedule I, Part II, Line 1(h) PURPOSE OF GRANT",ALL GRANTS THAT ARE MADE THROUGH THE FILING ORGANIZATION ARE DONE SO TO CARRY OUT THE ACTIVITIES AND PURPOSES OF THE SUPPORTED ORGANIZATIONS.
453358926,2019,"Schedule I, Part I, Line 2 Procedures for monitoring use of grant funds.","Applications are compiled at System Office and sent to a Committee who reads and scores them on a set of criteria that are delineated in the application. The Committee discusses the religious and general merits of each application in relation to the mission of Ascension Health Alliance and makes the final decisions of grants to be awarded. Grants are made to religious and charitable organizations whose work supports the mission, vision, and values of Ascension Health Alliance, Ascension Sponsor and other supported organizations."
582149128,2019,"Schedule I, Part I, Line 2 Procedures for monitoring use of grant funds.",MCCG REQUIRES ALL ORGANIZATIONS THAT RECEIVE FUNDS TO PRESENT PROOF OF THEIR NON PROFIT STATUS. ALL GRANTS PROVIDED DURING THE FISCAL YEAR WERE MADE TO PROVIDE FINANCIAL SUPPORT TO RELATED TAX-EXEMPT ORGANIZATIONS.
900656139,2019,USE OF GRANTS/DONATIONS,MASS GENERAL BRIGHAM INCORPORATED AND AFFILIATES MAKE DONATIONS TO VARIOUS TAX-EXEMPT ORGANIZATIONS. THESE DONATIONS CAN BE USED BY THE RECIPIENT ONLY IN FURTHERANCE OF THEIR TAX-EXEMPT MISSION.
900656139,2019,GRANTS AND OTHER ASSISTANCE DETAIL,"FINANCIAL AID OF $8,245,245 CONSISTS OF SCHOLARSHIPS PROVIDED BY THE INSTITUTE OF $7,241,010 FOR 372 STUDENTS AND $1,004,235 FOR TUITION REDUCTIONS RELATED TO VOUCHERS TO CLINICAL SITES AND REDEEMED BY STUDENTS TO OFFSET TUITION CHARGES. TOTAL FINANCIAL AID OF $8,245,245 OFFSETS TUITION AND FEES ONLY."
