FilerEIN,TaxYear,BusinessNameLine1Txt,AddressLine1Txt,AddressLine2Txt,CityNm,StateAbbreviationCd,ZIPCd,ServicesDesc,CompensationAmt,PersonNm,ProvinceOrStateNm,CountryCd,BusinessNameLine2Txt,ForeignPostalCd
131788491,2024,Community Counseling Service Co LLC,527 Madison Ave,,New York,NY,10022,Consulting and professional fundraising,4704835,,,,,
131788491,2024,JE Dunn Construction,1001 Locust Street,,Kansas City,MO,64106,Construction,4584634,,,,,
131788491,2024,TechAspect Solutions LLC dba TA Digital,888 W Big Beaver Rd,2nd Floor,Troy,MI,48084,Information Technology Professional Services,3347176,,,,,
131788491,2024,Salesforce,PO Box 203141,,Dallas,TX,75320,CRM Technology Professional Services,3164117,,,,,
810739440,2024,BENEVITY INC,611 MEREDITH ROAD NE UNIT 700,,CALGARY,,,ADMINISTRATIVE SVCS,54453559,,ALBERTA,CA,,T2E 2W5
810739440,2024,BLUESNAP CORPORATE HQ,800 SOUTH STREET SUITE 640,,WALTHAM,MA,02453,ADMINISTRATIVE SVCS,5539920,,,,,
810739440,2024,PAYPAL,2211 NORTH FIRST STREET,,SAN JOSE,CA,95131,ADMINISTRATIVE SVCS,734061,,,,,
810739440,2024,CITIBANK,388 GREENWICH STREET,,NEW YORK CITY,NY,10013,ADMINISTRATIVE SVCS,513597,,,,,
821406555,2024,AMN Healthcare Inc,PO BOX 281923,,Atlanta,GA,30384,Agency Costs,92972751,,,,,
821406555,2024,MBM Contracting Inc,4999 Old Clairton Rd,,Pittsburgh,PA,15236,Construction,48909821,,,,,
821406555,2024,Google,1600 Amphitheatre PKWY,,Mountain View,CA,94043,Cloud Computing,48033365,,,,,
821406555,2024,Allied Universal Security Services LLC,PO BOX 828854,,Philadelphia,PA,191828854,Security Services,19653998,,,,,
821406555,2024,Rycon Construction,2501 Smallman Street,Suite 100,Pittsburgh,PA,15222,Construction,14421542,,,,,
383952644,2024,KNUTSON CONSTRUCTION SERVICES ROCHESTER,5985 BANDEL RD NW,,ROCHESTER,MN,55901,CONSTRUCTION SERVICES,186579848,,,,,
383952644,2024,THE ROBINS AND MORTON GROUP,5021 CARDINAL ST,,TRUSSVILLE,AL,55486,CONSTRUCTION SERVICES,179393707,,,,,
383952644,2024,RIGHT SOURCING INC,2 EXECUTIVE CIRCLE STE 210,,IRVINE,CA,92614,WORKFORCE SUPPORT SERVICES,156080635,,,,,
383952644,2024,MORRISON MANAGEMENT SPECIALISTS,400 NORTHRIDGE RD STE 600,,SANDY SPRINGS,GA,30350,FOOD SERVICES,101570158,,,,,
383952644,2024,DPR CONSTRUCTION A GENERAL PARTNERSHIP,1450 VETERANS BLVD,,REDWOOD CITY,CA,94063,CONSTRUCTION SERVICES,57897867,,,,,
550643304,2024,Medical Solutions Llc,1010 N 102nd St Ste 300,,Omaha,NE,681142122,Healthcare Staffing Services,22620842,,,,,
550643304,2024,Comprehensive Care Services Inc,45211 Helm St,,Plymouth,MI,481706023,"Mostly perfusion services, some supplies",4828248,,,,,
550643304,2024,Quest Diagnostics Nichols Intitute Inc,14255 Newbrook Dr,,Chantilly,VA,201512228,Laboratory Services,3686873,,,,,
550643304,2024,National Marrow Donor Program,500 N 5th St,,Minneapolis,MN,554011206,Lab services / supplies,1623510,,,,,
550643304,2024,Mayo Collaborative Services Inc,200 1St St Sw,,Rochester,MN,559050001,Laboratory Services,1526788,,,,,
421435199,2024,H&R ACCOUNTS INC,5320 22ND AVE,,MOLINE,IL,61265,COLLECTION SERVICES,6895137,,,,,
421435199,2024,APPRISE MD LLC,707 SKOKIE BLVD STE 600,,NORTHBROOK,IL,60062,PROVIDER CONSULTING,6381437,,,,,
421435199,2024,HEARTLAND BUSINESS SYSTEMS LLC,108 3RD STREET,,DES MOINES,IA,50309,TECHNOLOGY SERVICES,6186810,,,,,
421435199,2024,FACTORY MUTUAL INSURANCE COMPANY,270 CENTRAL AVE,,JOHNSTON,RI,02919,LOSS PREVENTION SERVICES,4862119,,,,,
421435199,2024,CLINISYS INC,3300 E SUNRISE DR,,TUCSON,AZ,85718,LABORATORY SERVICES,2189504,,,,,
912153073,2024,QUALIVIS LLC,PO BOX 674913,,DALLAS,TX,75267,PERSONNEL SERVICES,199590256,,,,,
912153073,2024,TURNER CONSTRUCTION CO,1422 EUCLID AVE STE 1400,,CLEVELAND,OH,44115,CONSTRUCTION SERVICES,45057174,,,,,
912153073,2024,SIEMENS MEDICAL SOLUTIONS INC,PO BOX 121102,,DALLAS,TX,75312,HEALTHCARE IT & ENGINEERING SERVICES,33251685,,,,,
912153073,2024,GILBANE BUILDING CO,950 MAIN AVE 1410,,CLEVELAND,OH,44113,CONSTRUCTION SERVICES,32320738,,,,,
912153073,2024,WHITING-TURNER CONTRACTING,5875 LANDERBROOK DR 100,,CLEVELAND,OH,44124,CONSTRUCTION SERVICES,26134952,,,,,
204560286,2024,QUAD C LE HOLDINGS LLC DBA LAVINIA GROUP,2805 DODD ROAD,,EAGAN,MN,55121,CONSULTING FOR PROFESSIONAL DEVELOPMENT,512915,,,,,
204560286,2024,OAK ROSE GROUP LLC,7337 E ROSE LANE,,SCOTTSDALE,AZ,852505511,CONSULTING SERVICES FOR LOCAL EDUCATION,272000,,,,,
204560286,2024,ELMCO LLC DBA HUNTINGTON LEARNING CENTER,7035 HAMPSTEAD LANE,,INDIANAPOLIS,IN,46256,TUTORING FOR ELIGIBLE STUDENTS THROUGH T,266178,,,,,
204560286,2024,ROUTE TO READING LTD,1546 WAGON WHEEL ROAD,,HARSEL,CO,80449,TUTORING FOR ELIGIBLE STUDENTS THROUGH T,167702,,,,,
204560286,2024,BILINGUAL BRIDGES,6491 N PARK AVENUE,,INDIANAPOLIS,IN,46220,TUTORING FOR ELIGIBLE STUDENTS THROUGH T,165096,,,,,
530116130,2024,BREWER ATTORNEYS AND COUNSELORS,1717 MAIN ST,SUITE 5900,DALLAS,TX,75201,LEGAL SERVICES,22118491,,,,,
530116130,2024,MEMBERSHIP ADVISORS FUNDRAISING LLC,11250 WAPLES MILL RD,,FAIRFAX,VA,22030,MEMBERSHIP CONSULTING,8620000,,,,,
530116130,2024,INFOCISION MANAGEMENT CORP,325 SPRINGSIDE DR,,AKRON,OH,44333,TELEMARKETING AND MEMBER SERVICES,6025577,,,,,
530116130,2024,COMMUNICATIONS CORP OF AMERICA,13129 AIRPARK DRIVE,SUITE 120,ELKWOOD,VA,22718,PRINTING AND MAILING SERVICES,5530125,,,,,
530116130,2024,QUADGRAPHICS,N61 W23044 HARRYS WAY,,SUSSEX,WI,53089,MAGAZINE PRINTING,4947632,,,,,
951985500,2024,Incomm Digital Solutions LLC,250 Williams Street 5th Fl,,Atlanta,GA,30303,Bulk gift card provider,293925977,,,,,
951985500,2024,Essence Mediacom LLC,185 Greenwich St Ste LL4305,,New York,NY,10007,Media agency,78031226,,,,,
951985500,2024,Quad Graphics Inc,110 S Union St Unit 200,,Alexandria,VA,22314,Marketing solutions services,75834124,,,,,
951985500,2024,Strand Marketing LLC,1235 Hermosa Ave 300,,Hermosa Beach,CA,90254,Digital marketing services,34208559,,,,,
951985500,2024,RR Donnelley,4101 Winfield Road,,Warrenville,IL,60555,Printing services,33766966,,,,,
510157792,2024,CMAC LLC,2245 Keller Way Suite 310,,Carrollton,TX,75006,Transportation,140385,,,,,
510157792,2024,Corliss Financial Services,3818 Cibola Trail,,Carrollton,TX,75007,Financial Services,131651,,,,,
510157792,2024,Crosswind Solutions,9423 Blackpond Lane,,Delaplane,VA,20144,Lobbying,199992,,,,,
510157792,2024,Food Service Management by MGR LLC,285 Andrew Young International Blvd,,Atlanta,GA,30313,Food Services,360877,,,,,
510157792,2024,Safari Classics Productions,5206 McKinney Ave Suite 101,,Dallas,TX,75205,Video Production,365000,,,,,
990107971,2024,COMMUNITY CASE MANAGEMENT CORPORATION,91-1360 KARAYAN STREET,,EWA BEACH,HI,96706,CARE COORDINATION,1141166,,,,,
990107971,2024,COMPASS CONSULTING GROUP INC,200 GALLERIA PARKWAY SE STE 1950,,ATLANTA,GA,30339,BROKER,354063,,,,,
990107971,2024,LOVELYTICS DATA LLC,4201 WILSON BLVD SUITE 110-372,,ARLINGTON,VA,222031859,DATA ANALYSTIC CONSULTING SERVICES,316413,,,,,
990107971,2024,ACCUITY LLP,999 BISHOP STREET SUITE 2300,,HONOLULU,HI,96813,AUDIT AND TAX PREPARATION,269529,,,,,
990107971,2024,HIGH TECH HUI LLC,1050 QUEEN STREET SUITE 100,,HONOLULU,HI,96814,SYSTEM CONSULTING SERVICES,234329,,,,,
912117699,2024,BOYS & GIRLS CLUBS OF AMERICA,1275 PEACHTREE STREET NE,,ATLANTA,GA,30309,YOUTH DEVELOPMENT,484339,,,,,
912117699,2024,BOYS & GIRLS CLUBS OF OHIO,1000 CLEVELAND AVENUE,,COLUMBUS,OH,43201,YOUTH DEVELOPMENT,448872,,,,,
912117699,2024,WHEELING COUNTRY DAY SCHOOL,8 PARK ROAD,,WHEELING,WV,26003,EDUCATIONAL DEVELOPMENT,322920,,,,,
912117699,2024,TRANSFR VR,333 W 39TH STREET,,NEW YORK,NY,10018,SKILLS TRAINING,228000,,,,,
912117699,2024,EDMENTUM,5600 W 83RD STREET STE 300,,MINNEAPOLIS,MN,55437,TUTORING SERVICES,222500,,,,,
208802884,2024,GELLER & COMPANY LLC,PO BOX 1510,,NEW YORK,NY,10150,FINANCIAL AND ADVISORY SERVICES,4573246,,,,,
208802884,2024,DUPONT HOTEL PROJECT OWNER LLC,1919 CONNECTICUT AVENUE NW,,WASHINGTON,DC,20009,LODGING AND ACCOMODATION,1903094,,,,,
208802884,2024,VENABLE LLP,750 E PRATT STREET SUITE 900,,BALTIMORE,MD,21202,LEGAL SERVICES,1232746,,,,,
208802884,2024,ANNE LEWIS STRATEGIES LLC,650 MASSACHUSETTS AVENUE NW SUITE,,WASHINGTON,DC,20001,FUNDRAISING STRATEGIC CONSULTING,1041513,,,,,
208802884,2024,ALLEGIANCE FUNDRAISING LLC,PO BOX 9132,,FARGO,ND,58160,FUNDRAISING STRATEGIC CONSULTING,835159,,,,,
