situation,EIN,Name,OrgType,file,TaxYr,ReturnTypeCd,IRS990,IRS990Size,IRS990ScheduleA,IRS990ScheduleASize,IRS990ScheduleB,IRS990ScheduleBSize,IRS990ScheduleD,IRS990ScheduleDSize,IRS990ScheduleF,IRS990ScheduleFSize,IRS990ScheduleG,IRS990ScheduleGSize,IRS990ScheduleI,IRS990ScheduleISize,IRS990ScheduleM,IRS990ScheduleMSize,IRS990ScheduleO,IRS990ScheduleOSize,IRS990ScheduleR,IRS990ScheduleRSize,IRS990ScheduleL,IRS990ScheduleLSize,IRS990ScheduleJ,IRS990ScheduleJSize,IRS990ScheduleC,IRS990ScheduleCSize,IRS990PF,IRS990PFSize,AccountingFeesSchedule,AccountingFeesScheduleSize,InvestmentsCorpStockSchedule,InvestmentsCorpStockScheduleSize,OtherIncreasesSchedule,OtherIncreasesScheduleSize,TaxesSchedule,TaxesScheduleSize,OtherExpensesSchedule,OtherExpensesScheduleSize,DepreciationSchedule,DepreciationScheduleSize,LandEtcSchedule2,LandEtcSchedule2Size,OtherAssetsSchedule,OtherAssetsScheduleSize,OtherIncomeSchedule2,OtherIncomeSchedule2Size,OtherLiabilitiesSchedule,OtherLiabilitiesScheduleSize,LegalFeesSchedule,LegalFeesScheduleSize,GainLossSaleOtherAssetsSch,GainLossSaleOtherAssetsSchSize,InvestmentsOtherSchedule2,InvestmentsOtherSchedule2Size,OtherDecreasesSchedule,OtherDecreasesScheduleSize,OtherProfessionalFeesSchedule,OtherProfessionalFeesScheduleSize,GeneralExplanationAttachment,GeneralExplanationAttachmentSize,InvestmentsCorpBondsSchedule,InvestmentsCorpBondsScheduleSize,InvestmentsGovtObligationsSch,InvestmentsGovtObligationsSchSize,ExplnOfNonFilingWithAGStmt,ExplnOfNonFilingWithAGStmtSize,SubstantialContributorsSch,SubstantialContributorsSchSize,AppliedToPriorYearElection,AppliedToPriorYearElectionSize,AllOthProgRltdInvestmentsSch,AllOthProgRltdInvestmentsSchSize,OtherReceivablesOfficersSch,OtherReceivablesOfficersSchSize,IRS990EZ,IRS990EZSize,TransferPrsnlBnftContractsDecl,TransferPrsnlBnftContractsDeclSize,ReasonableCauseExplanation,ReasonableCauseExplanationSize,CompensationExplanation,CompensationExplanationSize,IRS990ScheduleN,IRS990ScheduleNSize,IRS990ScheduleE,IRS990ScheduleESize,TransfersFrmControlledEntities,TransfersFrmControlledEntitiesSize,TransfersToControlledEntities,TransfersToControlledEntitiesSize,ExpenditureResponsibilityStmt,ExpenditureResponsibilityStmtSize,OtherNotesLoansRcvblLongSch,OtherNotesLoansRcvblLongSchSize,CashDeemedCharitableExplnStmt,CashDeemedCharitableExplnStmtSize,IRS990ScheduleK,IRS990ScheduleKSize,AffiliatedGroupSchedule,AffiliatedGroupScheduleSize,IRS990ScheduleH,IRS990ScheduleHSize,MortgagesAndNotesPayableSch,MortgagesAndNotesPayableSchSize,SalesOfInventoryList,SalesOfInventoryListSize,InvestmentsLandSchedule2,InvestmentsLandSchedule2Size,OtherNotesLoansRcvblShortSch2,OtherNotesLoansRcvblShortSch2Size,ContractorCompensationExpln,ContractorCompensationExplnSize,LoansFromOfficersSchedule,LoansFromOfficersScheduleSize,ReductionExplanationStatement,ReductionExplanationStatementSize,LiquidationExplanationStmt,LiquidationExplanationStmtSize,DissolutionStmt,DissolutionStmtSize,ActyNotPreviouslyRptExpln,ActyNotPreviouslyRptExplnSize,DistributionFromCorpusElection,DistributionFromCorpusElectionSize,AveragingAttachment,AveragingAttachmentSize,CashDistributionExplnStmt,CashDistributionExplnStmtSize,AmortizationSchedule,AmortizationScheduleSize,EmployeeCompensationExpln,EmployeeCompensationExplnSize,ExplanOfLegisPoliticalActvts,ExplanOfLegisPoliticalActvtsSize,AffiliateListing,AffiliateListingSize,AffiliatedGroupAttachment,AffiliatedGroupAttachmentSize,BorrowedFundsElection,BorrowedFundsElectionSize,TaxUnderSection511Statement,TaxUnderSection511StatementSize
A 501c3 filed a 990 containing IRS990 in 2022.,611740292,COREWELL HEALTH GROUP RETURN,501c3,xml\2024\2024_01A\202430199349301113_public.xml,2022,990,1.0,477.0,1.0,51.0,1.0,1.0,1.0,45.0,1.0,14.0,1.0,1.0,1.0,56.0,1.0,32.0,1.0,20.0,1.0,94.0,1.0,10.0,1.0,109.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,1.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0
A 501c3 filed a 990 containing IRS990ScheduleA in 2022.,753106670,ACADEMIC LIBRARIES OF INDIANA INC,501c3,xml\2024\2024_02A\202440509349300019_public.xml,2022,990,1.0,268.0,1.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
A 501c3 filed a 990 containing IRS990ScheduleB in 2022.,316050290,UNION COUNTY HISTORICAL SOCIETY,501c3,xml\2023\2023_01A\202300139349300710_public.xml,2022,990,1.0,192.0,1.0,13.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
A 501c3 filed a 990 containing IRS990ScheduleD in 2022.,753053213,FRIENDS OF FATHER JUDGE HIGH SCHOOL INC,501c3,xml\2024\2024_01A\202410169349300836_public.xml,2022,990,1.0,203.0,1.0,14.0,1.0,1.0,1.0,147.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0
A 501c3 filed a 990 containing IRS990ScheduleF in 2022.,510198509,TIDES FOUNDATION,501c3,xml\2024\2024_02A\202400469349300305_public.xml,2022,990,1.0,277.0,1.0,15.0,1.0,1.0,1.0,29.0,1.0,892.0,0.0,0.0,1.0,2500.0,1.0,8.0,1.0,11.0,1.0,48.0,0.0,0.0,1.0,13.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A 501c3 filed a 990 containing IRS990ScheduleG in 2022.,530183181,Defenders of Wildlife,501c3,xml\2024\2024_02A\202410459349301736_public.xml,2022,990,1.0,296.0,1.0,11.0,1.0,1.0,1.0,46.0,1.0,20.0,1.0,70.0,1.0,42.0,1.0,4.0,1.0,7.0,1.0,22.0,0.0,0.0,1.0,31.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A 501c3 filed a 990 containing IRS990ScheduleI in 2022.,810739440,AMERICAN ONLINE GIVING FOUNDATION INC,501c3,xml\2024\2024_02A\202410469349300741_public.xml,2022,990,1.0,288.0,1.0,14.0,1.0,1.0,1.0,34.0,1.0,26.0,0.0,0.0,1.0,35833.0,0.0,0.0,1.0,9.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A 501c3 filed a 990 containing IRS990ScheduleM in 2022.,880232960,INCLINE HIGH SCHOOL BOOSTERS CLUB,501c3,xml\2024\2024_02A\202400539349300510_public.xml,2022,990,1.0,198.0,1.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,35.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A 501c3 filed a 990 containing IRS990ScheduleO in 2022.,135661832,Plan International USA Inc,501c3,xml\2024\2024_01A\202410169349301586_public.xml,2022,990,1.0,287.0,1.0,19.0,1.0,1.0,1.0,46.0,1.0,20.0,1.0,62.0,1.0,15.0,1.0,5.0,1.0,79.0,1.0,24.0,0.0,0.0,1.0,24.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0
A 501c3 filed a 990 containing IRS990ScheduleR in 2022.,311066871,St Vincent Mercy Hospital Foundation Inc,501c3,xml\2024\2024_01A\202440249349300524_public.xml,2022,990,1.0,224.0,1.0,11.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,12.0,1.0,421.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0
A 501c3 filed a 990 containing IRS990ScheduleL in 2022.,846059504,ASPEN CENTER FOR PHYSICS,501c3,xml\2024\2024_02A\202410469349303451_public.xml,2022,990,1.0,236.0,1.0,11.0,1.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A 501c3 filed a 990 containing IRS990ScheduleJ in 2022.,611740292,COREWELL HEALTH GROUP RETURN,501c3,xml\2024\2024_01A\202430199349301113_public.xml,2022,990,1.0,477.0,1.0,51.0,1.0,1.0,1.0,45.0,1.0,14.0,1.0,1.0,1.0,56.0,1.0,32.0,1.0,20.0,1.0,94.0,1.0,10.0,1.0,109.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,1.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0
A 501c3 filed a 990 containing IRS990ScheduleC in 2022.,473036490,STREETS ARE FOR EVERYONE,501c3,xml\2024\2024_02A\202420369349300012_public.xml,2022,990,1.0,293.0,1.0,15.0,1.0,1.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A 501c3 filed a 990 containing ReasonableCauseExplanation in 2022.,474390147,ARF-ANAGE DOG RESCUE,501c3,xml\2024\2024_02A\202440419349300104_public.xml,2022,990,1.0,257.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
A 501c3 filed a 990 containing IRS990ScheduleN in 2022.,450278474,CHILDS HOPE LEARNING CENTER,501c3,xml\2024\2024_01A\202400179349300115_public.xml,2022,990,1.0,192.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0
A 501c3 filed a 990 containing IRS990ScheduleE in 2022.,650524681,MIAMI HOSHUKO INC,501c3,xml\2024\2024_01A\202420169349301877_public.xml,2022,990,1.0,184.0,1.0,6.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0
A 501c3 filed a 990 containing IRS990ScheduleK in 2022.,446012977,THE NELSON GALLERY FOUNDATION,501c3,xml\2025\2025_10A\202512739349300931_public.xml,2022,990,1.0,283.0,1.0,15.0,1.0,1.0,1.0,26.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,13.0,1.0,13.0,1.0,25.0,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,0.0
A 501c3 filed a 990 containing AffiliatedGroupSchedule in 2022.,650267668,Baptist Health South Florida Inc,501c3,xml\2025\2025_04A\202520919349301507_public.xml,2022,990,1.0,314.0,1.0,26.0,1.0,1.0,1.0,58.0,1.0,21.0,0.0,0.0,1.0,133.0,0.0,0.0,1.0,14.0,1.0,126.0,0.0,0.0,1.0,42.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
